CountryA3,Entity,Sector,0
THA,Commodities,Recreational and Athletic Equipment,6.9998359185692e-08
TWN,Commodities,"Wood,Bamboo & Rattan Products",6.998274720116544e-08
PER,Commodities,Restaurants and Hotels services,6.988524180978763e-08
CZE,Commodities,Office machinery and computers,6.981145270842495e-08
JPN,Commodities,Coal mining,6.979908122275446e-08
MDG,Industries,Wood and Paper,6.97857520729116e-08
AUT,Commodities,Renting services of machinery and equipment without operator and of personal and household goods,6.975374941337008e-08
IRN,Commodities,Fuel oil,6.960965041427389e-08
ZAF,Commodities,Insulated wire and cable,6.93611095865565e-08
TWN,Commodities,Synthetic Fibers,6.933274351022095e-08
BRA,Commodities,Imputed rent,6.928157353526116e-08
USA,Commodities,Nonupholstered wood household furniture manufacturing                                                                        ,6.923366537163442e-08
MLT,Commodities,"Medical, precision and optical instruments, watches and clocks",6.923322950080438e-08
THA,Commodities,Canning Preserving of Fish,6.886054282035063e-08
BRA,Commodities,Resin and elastomer products,6.883398529650996e-08
KEN,Commodities,Wood and Paper,6.862103556466684e-08
CHL,Commodities,Wines,6.861533795235281e-08
ISR,Commodities,Manufacture of domestic appliances,6.8312454387684e-08
ISL,Industries,Other Manufacturing,6.827919930468014e-08
JPN,Commodities,Wired communication equipment,6.82471474928025e-08
UKR,Commodities,Shipbuilding,6.822924585536731e-08
TWN,Commodities,Advertising Services,6.818420362092105e-08
AUS,Commodities,Water transport,6.817633296300986e-08
GBR,Commodities,Manufacture of builders' carpentry and joinery  ,6.812085598408478e-08
LUX,Industries,Retail Trade,6.812011941783223e-08
EGY,Industries,Transport,6.809049453932152e-08
ARG,Commodities,Advertising,6.807147424322603e-08
NOR,Commodities,Office machinery and computers,6.803782030922008e-08
QAT,Industries,"Education, Health and Other Services",6.799457262638062e-08
ISR,Commodities,"Renting of machinery and equipment, and of personal and household goods",6.790058106789957e-08
LVA,Commodities,Water transport services,6.786725720301928e-08
GBR,Commodities,Renting of automobiles   ,6.784646953792851e-08
CHN,Commodities,Forestry,6.78186638794827e-08
SAU,Industries,"Education, Health and Other Services",6.773994167580854e-08
ZWE,Industries,Finacial Intermediation and Business Activities,6.766123080642565e-08
KHM,Industries,Agriculture,6.761881546801951e-08
MLT,Commodities,"Financial intermediation services, except insurance and pension funding services",6.735924411703511e-08
JPN,Commodities,Cast iron pipes and tubes,6.72082534510161e-08
NLD,Commodities,Services auxiliary to financial intermediation,6.709204019365853e-08
ESP,Commodities,Non-market legal services and accounting,6.69907355525599e-08
JPN,Commodities,Cast and forged materials (iron),6.686865801910362e-08
MLI,Industries,Agriculture,6.678725569073963e-08
CHL,Commodities,Shipping services,6.670321178416719e-08
LVA,Commodities,Renting services of machinery and equipment without operator and of personal and household goods,6.6644760784079e-08
SVK,Commodities,Office machinery and computers,6.657749907319493e-08
BIH,Industries,Wholesale Trade,6.637246775788708e-08
ARG,Commodities,Insurance and Pensions,6.613296869676948e-08
AUS,Commodities,Spectacles and sunglasses,6.6043343184713e-08
VNM,Commodities,"Fibers, thread (all kinds)",6.603255343829814e-08
EST,Commodities,"Coke, refined petroleum products and nuclear fuels",6.592989939704747e-08
IRN,Commodities,Air transport services,6.592380292926629e-08
THA,Commodities,Textile Bleaching and Finishing,6.584488034358434e-08
POL,Commodities,Other business services,6.583332467859421e-08
CYM,Industries,Wholesale Trade,6.579969952340049e-08
SUD,Industries,Fishing,6.556684752909722e-08
CYP,Industries,Transport Equipment,6.55305549438448e-08
AUS,Commodities,Miscellaneous manufacturing,6.527466832945003e-08
BEL,Commodities,Other mining and quarrying products,6.52434231780179e-08
PRT,Commodities,"Recreational, cultural and sporting services",6.517168642291947e-08
LKA,Industries,"Education, Health and Other Services",6.506264665560918e-08
IRN,Commodities,Maintenance and repair services of machinery and equipment except computer and transport machinery and equipment,6.463513865250656e-08
AUS,Commodities,Black coal,6.440352034691417e-08
ZMB,Industries,"Electricity, Gas and Water",6.437246761813389e-08
USA,Commodities,"Special tool, die, jig, and fixture manufacturing                                                                            ",6.435795182458113e-08
HUN,Commodities,Other business services,6.431094740138434e-08
HUN,Commodities,Wearing apparel; furs,6.431052642231017e-08
USA,Commodities,Warehousing and storage                                                                                                      ,6.426994691696974e-08
BRA,Commodities,"Paper, cardboard and paper products",6.383658643694529e-08
GBR,Commodities,Renting of office machinery and equipment including computers   ,6.378112927477499e-08
JPN,Commodities,Silviculture,6.365216381046103e-08
THA,Commodities,Cordage Rope and Twine Products,6.360864974445083e-08
GEO,Commodities,Basic metals and fabricated metal products,6.359057452854941e-08
LIE,Industries,Finacial Intermediation and Business Activities,6.354503677210562e-08
EST,Commodities,Hotel and restaurant services,6.339485492810013e-08
ZMB,Industries,Maintenance and Repair,6.334078818675984e-08
NZL,Commodities,Tanned skins and leather,6.333847187072762e-08
ETH,Industries,Agriculture,6.310290002107748e-08
DNK,Industries,Social institutions etc. for adults,6.310223970734902e-08
GRC,Commodities,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials,6.292205088608004e-08
VNM,Commodities,Culture and sport,6.286976825368704e-08
JPN,Commodities,Cotton and staple fiber fabrics (inc. fabrics of synthetic spun fibers),6.27821255574314e-08
SGP,Commodities,Paper & paper products,6.257384438694136e-08
GEO,Commodities,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles",6.253920025454903e-08
SWZ,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products",6.252085794834681e-08
SWE,Commodities,Construction work,6.238956114622253e-08
ARE,Industries,Retail Trade,6.238563947380367e-08
MDV,Industries,Retail Trade,6.236472183342255e-08
AUS,Commodities,Electronic equipment,6.221170707121918e-08
SWE,Commodities,Services auxiliary to financial intermediation,6.209866267400798e-08
PRT,Commodities,Printed matter and recorded media,6.204971871782917e-08
NZL,Commodities,Coachwork,6.192420463154551e-08
GBR,Commodities,Manufacture of concrete products for construction purposes  ,6.186476879618894e-08
BRA,Commodities,Cellulose for paper manufacturing,6.18283596579537e-08
SGP,Commodities,Garments,6.180294705652575e-08
MKD,Commodities,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles",6.177578856014425e-08
ZAF,Commodities,Wood products,6.176140984939529e-08
VNM,Commodities,"Concrete, mortar and other cement products",6.169943776457449e-08
ISR,Commodities,"Buses, taxis, underground railways and cable cars",6.164894756340355e-08
KHM,Industries,Post and Telecommunications,6.159156253990022e-08
SVN,Commodities,Post and telecommunication services,6.128361981822667e-08
ISR,Commodities,Telecommunications,6.091863604800875e-08
PRK,Industries,Metal Products,6.077655386668527e-08
CAN,Industries,"Office, accounting & computing machinery",6.063684303011609e-08
ZAF,Commodities,Paints,6.063213276875323e-08
GBR,Commodities,"Manufacture of luggage, handbags and the like, saddlery and harness  ",6.044021237211833e-08
SWE,Commodities,Membership organisation services n.e.c.,6.031343890164875e-08
CZE,Commodities,Supporting and auxiliary transport services; travel agency services,6.030222337985e-08
KGZ,Commodities,Insurance and others,6.02462035802832e-08
MYS,Commodities,Cycles & motorcycles,6.016808070768177e-08
BEL,Commodities,Leather and leather products,6.008994414260015e-08
JPN,Commodities,Tobacco,5.995950573235818e-08
THA,Commodities,Other Services,5.986619262038434e-08
USA,Commodities,Bare printed circuit board manufacturing                                                                                     ,5.978185098692942e-08
PHL,Commodities,Specialaized machinery,5.969769369140852e-08
OMN,Industries,"Education, Health and Other Services",5.9562870009045525e-08
LVA,Commodities,Supporting and auxiliary transport services; travel agency services,5.9530459070848425e-08
HND,Industries,Transport,5.950792305411998e-08
PER,Commodities,Other manufactured Products ,5.950759583221747e-08
CHL,Commodities,Copper,5.9426660664221344e-08
THA,Commodities,Life Insurnce Service,5.910146838403302e-08
MEX,Commodities,Services related to mining,5.907580258387657e-08
POL,Commodities,Water transport services,5.906980860528776e-08
THA,Commodities,Drugs and Medicines,5.9024812083345706e-08
PER,Commodities,Financial Services,5.889894822137293e-08
JPN,Commodities,Knitting fabrics,5.8755795742530957e-08
BIH,Industries,Transport,5.874764853750867e-08
GBR,Commodities,Manufacture of ready-mixed concrete   ,5.873455510678969e-08
MEX,Commodities,Other manufacturing industries,5.871321122434192e-08
JPN,Commodities,Lead and zinc (inc. regenerated lead),5.867757552918107e-08
AUS,Commodities,Packing,5.860871622813556e-08
USA,Commodities,Metal and other household furniture (except wood) manufacturing1,5.858921718657426e-08
ZAF,Commodities,Other chemical products,5.856649661137597e-08
ECU,Commodities,Transportation and storage services,5.851339916014311e-08
BLR,Industries,Hotels and Restraurants,5.838850590126451e-08
ZAF,Commodities,Other special machinery,5.8352140588740074e-08
USA,Commodities,Real estate                                                                                                                  ,5.832901483356644e-08
BWA,Industries,Mining and Quarrying,5.827461590360783e-08
OMN,Industries,Transport Equipment,5.8229431655034116e-08
ECU,Commodities,Hotel and restaurant services,5.820494822248565e-08
CYM,Industries,"Education, Health and Other Services",5.8032226770850194e-08
TWN,Commodities,Other Social Services,5.800415570965025e-08
PAK,Industries,Other Manufacturing,5.800113275244104e-08
ZWE,Industries,Others,5.796515134994386e-08
MLT,Commodities,Construction work,5.793241651313181e-08
KHM,Industries,Wood and Paper,5.7918962459293516e-08
CZE,Commodities,"Recreational, cultural and sporting services",5.784704768345263e-08
RUS,Industries,"Radio, television & communication equipment",5.760226710634994e-08
ESP,Commodities,Industrial cleaning services,5.75613850755423e-08
SVK,Commodities,Supporting and auxiliary transport services; travel agency services,5.7552242281192124e-08
IND,Commodities,"Synthetic fibers, resin",5.7481811111675015e-08
USA,Commodities,"Community food, housing, and other relief services, including rehabilitation services",5.742142478894647e-08
IND,Commodities,Animal services(agricultural),5.7229307094130207e-08
CYM,Industries,Public Administration,5.7111822083521166e-08
JPN,Commodities,Ordnance,5.7012059775478135e-08
LIE,Industries,Post and Telecommunications,5.688686327095383e-08
BWA,Industries,Retail Trade,5.6885763838589324e-08
COG,Industries,Mining and Quarrying,5.673718201786337e-08
KWT,Industries,"Manufacture of electrical machinery apparatus, appliances & supplies",5.672918481660542e-08
VNM,Commodities,Processed seafood and by products ,5.665635799549798e-08
PRT,Commodities,Supporting and auxiliary transport services; travel agency services,5.66240573542437e-08
POL,Commodities,Construction work,5.643355919864269e-08
LBN,Industries,Wholesale Trade,5.638881097678565e-08
UKR,Commodities,Mineral Chemistry,5.636771877288484e-08
KWT,Industries,Real estate,5.6164255226608654e-08
EST,Commodities,Renting services of machinery and equipment without operator and of personal and household goods,5.6128141563827064e-08
HRV,Industries,"Education, Health and Other Services",5.5911492900241944e-08
BWA,Industries,Construction,5.5903655070637255e-08
GIN,Industries,Agriculture,5.58558998258705e-08
LAO,Industries,Wholesale Trade,5.5710538764997694e-08
KEN,Commodities,Transport,5.567466734685159e-08
CHL,Commodities,Hotel services,5.562943953157271e-08
BGD,Industries,"Education, Health and Other Services",5.5558690187550904e-08
CIV,Industries,Transport,5.544694575873683e-08
PAN,Industries,Construction,5.542544742887393e-08
USA,Commodities,Private households                                                                                                           ,5.540173430546204e-08
USA,Commodities,Other nonmetallic mineral mining and quarrying,5.53420966346186e-08
TWN,Commodities,Surface Treating of Metal Products,5.529155981878327e-08
BRA,Commodities,Maintenance and repair,5.516568719631762e-08
BFA,Industries,Agriculture,5.516238946866015e-08
BGD,Industries,Agriculture,5.514064884439215e-08
ISR,Commodities,Manufacture of automatic data- processing machinery (computers),5.513465317392294e-08
GBR,Commodities,Manufacture of brooms and brushes   ,5.5119590208114316e-08
MKD,Commodities,Hotel and restaurant services,5.5051030307057276e-08
JPN,Commodities,Materials for ceramics,5.492592700670818e-08
ISR,Commodities,"Extraction of salts, mining and quarrying ",5.4762137525636286e-08
AZE,Industries,"Electricity, Gas and Water",5.4668188511626e-08
LKA,Industries,Construction,5.4599221373264384e-08
BHR,Industries,"Education, Health and Other Services",5.457200560150327e-08
EST,Commodities,"Insurance and pension funding services, except compulsory social security services",5.4568544451913674e-08
BEN,Industries,Agriculture,5.453635174890134e-08
GBR,Commodities,Data processing   ,5.453237863830822e-08
AUS,Commodities,Retail repair and service,5.452535992287858e-08
SWE,Commodities,Real estate services,5.4483312904638095e-08
UGA,Industries,Agriculture,5.4479015068548685e-08
EST,Industries,Research and development,5.4453289509204445e-08
EST,Commodities,Water transport services,5.444888207603569e-08
ISR,Commodities,Other transport services      ,5.444630571503518e-08
MKD,Commodities,Wearing apparel; furs,5.441728580155341e-08
ISL,Industries,Construction,5.433960877010355e-08
MNG,Industries,Electrical and Machinery,5.4285377939984626e-08
PHL,Commodities,Wooden furniture,5.4281438428824533e-08
GHA,Industries,Mining and Quarrying,5.423550248898518e-08
BFA,Industries,Fishing,5.408391201019474e-08
ROU,Commodities,"Pulp, paper and paper products",5.397825966363067e-08
JPN,Commodities,Rayon and acetate,5.395666669700332e-08
MAR,Industries,Other Manufacturing,5.389060205356199e-08
BFA,Industries,Mining and Quarrying,5.3868551685520225e-08
EGY,Industries,Wholesale Trade,5.384472639682041e-08
FIN,Commodities,"Recreational, cultural and sporting services",5.379300685536329e-08
EST,Commodities,Supporting and auxiliary transport services; travel agency services,5.36506668801269e-08
CUB,Industries,Hotels and Restraurants,5.3610802298045046e-08
LIE,Industries,Hotels and Restraurants,5.356414058038611e-08
MNE,Industries,"Education, Health and Other Services",5.3534354979605636e-08
ZAF,Commodities,Radio and television products,5.352077156943392e-08
GBR,Commodities,Manufacture of musical instruments   ,5.339098324798822e-08
SVK,Industries,"Sewage and refuse disposal, sanitation and similar activities",5.335947927509398e-08
MLT,Commodities,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods",5.3131040320706686e-08
GBR,Commodities,Database activities   ,5.31130471607969e-08
CAN,Industries,"Food products, beverages and tobacco",5.305671572099267e-08
CAN,Industries,Pharmaceuticals,5.300364306353027e-08
ECU,Commodities,"Machinery and electrical equipment and appliances, parts and accessories",5.2985747970141686e-08
AUS,Commodities,Elevators and escalators,5.29680549730909e-08
RWA,Industries,Fishing,5.263402191010637e-08
MDV,Industries,Hotels and Restraurants,5.2563755437551047e-08
MEX,Commodities,"Bonding companies, insurance and pensions",5.2490172657988346e-08
ZAF,Commodities,Leather products,5.2440813717867486e-08
TWN,Commodities,Hotel Services,5.226955319503644e-08
ISR,Commodities,Post and courier activities ,5.225563958610817e-08
NER,Industries,Private Households,5.217593985455732e-08
DNK,Industries,"Extr. of crude petroleum, natural gas etc.",5.1944611157838546e-08
OMN,Industries,Electrical and Machinery,5.193474801988778e-08
MUS,Commodities,Knitted or crocheted fabrics; wearing apparel ,5.1894579631949766e-08
IRN,Commodities,Museum & library services,5.1849705419314727e-08
LIE,Industries,Recycling,5.183581328150967e-08
NIC,Industries,Transport,5.181159255705545e-08
AUS,Commodities,Wholesale repair and servicing,5.1770512756260474e-08
MAC,Industries,Public Administration,5.170413268897413e-08
ESP,Commodities,Agricultural and livestock services,5.167304543025042e-08
AUS,Commodities,Fabricated construction steel,5.160282744263546e-08
NGA,Industries,Wholesale Trade,5.153853578463973e-08
USA,Commodities,Paperboard container manufacturing                                                                                           ,5.150966747281934e-08
JAM,Industries,Electrical and Machinery,5.1479484510466526e-08
ESP,Commodities,Market cultural and sport services,5.144146089289714e-08
USA,Commodities,Owner-occupied dwellings,5.1384896333984317e-08
LIE,Industries,Retail Trade,5.128920658903688e-08
ZAF,Commodities,Mining machinery,5.116307233210465e-08
IRN,Commodities,"Agricultural, hunting, forestry ,fishing and mining services",5.116096362553561e-08
DEU,Commodities,Coal and peat,5.112710066755655e-08
THA,Commodities,Non-ferrous Metal,5.110383817373608e-08
DJI,Industries,Electrical and Machinery,5.089199734286433e-08
AUS,Commodities,Re-import,5.087939854711595e-08
AUS,Commodities,Architectural aluminium,5.0767299066185176e-08
MLT,Commodities,Membership organisation services n.e.c.,5.0568702653828575e-08
KHM,Industries,Construction,5.03431917118865e-08
USA,Commodities,"Grantmaking, giving, and social advocacy organizations",5.0321505482602286e-08
LIE,Industries,Others,5.02138576321323e-08
IRL,Commodities,"Trade, maintenance and repair services of motor vehicles and motorcycles; retail sale of automotive fuel",4.99613817248272e-08
ARE,Industries,Maintenance and Repair,4.989029161790719e-08
SVN,Commodities,Leather and leather products,4.9825341568014726e-08
GBR,Commodities,Passenger inland water transport,4.9714145845131935e-08
ZAF,Commodities,Other non-metallic products,4.969515844826378e-08
KEN,Commodities,Metals and Machinery,4.963855161494951e-08
COL,Commodities,Coffee products,4.963002968491761e-08
PER,Commodities,Wooden & Metal Furniture,4.962843907152113e-08
CHN,Commodities,Scrap and waste,4.959941499149055e-08
BIH,Industries,Textiles and Wearing Apparel,4.958347946557162e-08
LIE,Industries,"Electricity, Gas and Water",4.942264951490338e-08
KAZ,Commodities,Transportation,4.925251587117693e-08
NZL,Commodities,Research and development,4.9245704096424075e-08
IRL,Commodities,Real estate services,4.909336390534394e-08
ARE,Industries,Private Households,4.904208594403723e-08
NZL,Commodities,Audio and video records and tapes,4.893002079185646e-08
MYS,Commodities,Other repair,4.891153612636572e-08
JPN,Commodities,Other structural clay products,4.8874275855296736e-08
FRA,Commodities,"Products of agriculture, hunting and related services",4.88194362203689e-08
NZL,Commodities,Medical equipment,4.8818112520454534e-08
BMU,Industries,Construction,4.8770642971208545e-08
SGP,Commodities,Toiletries & cosmetics,4.86794554922828e-08
POL,Commodities,Office machinery and computers,4.860767938509268e-08
AUS,Commodities,Postal services,4.860601587212974e-08
SGP,Commodities,Other construction,4.8602916981722344e-08
SAU,Industries,Textiles and Wearing Apparel,4.8597830924395836e-08
MUS,Commodities,Wholesale trade services ,4.858315128407909e-08
SVN,Commodities,Wearing apparel; furs,4.8440904675018e-08
NZL,Commodities,Computer software and services,4.8393198637304855e-08
MDV,Industries,Construction,4.839088978798784e-08
JPN,Commodities,Paper,4.8374029675813283e-08
EST,Industries,Recycling,4.833993094095408e-08
SRB,Industries,Wood and Paper,4.832299027807772e-08
IRN,Commodities,Lodging services,4.8215643800332965e-08
LIE,Industries,Private Households,4.813448580790098e-08
MAR,Industries,Wood and Paper,4.805123035285542e-08
MYS,Commodities,Instruments & clocks,4.802294083350732e-08
MLT,Commodities,Leather and leather products,4.7996525831586104e-08
DOM,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products",4.79627157241076e-08
PAK,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products",4.790432843111336e-08
NLD,Commodities,Construction work,4.7841463484161085e-08
ARG,Commodities,Research and development services,4.771912021168923e-08
ITA,Commodities,"Products of agriculture, hunting and related services",4.762822892490301e-08
CAN,Industries,Research & development,4.761655809270967e-08
KWT,Industries,Communication ,4.753122628557866e-08
NAM,Industries,Metal Products,4.745091173352952e-08
SGP,Commodities,Building construction,4.7446830422501305e-08
MLT,Commodities,"Sewage and refuse disposal services, sanitation and similar services",4.7409585266914636e-08
THA,Commodities,"Repair, Not Elsewhere Classified",4.7301503491384915e-08
MYS,Commodities,Processed rubber,4.7265067951855536e-08
GEO,Commodities,"Office machinery and computers; machinery, equipment  and apparatus n.e.c.",4.716572925233663e-08
AUS,Commodities,Air and space transport,4.698211135013855e-08
POL,Commodities,"Trade, maintenance and repair services of motor vehicles and motorcycles; retail sale of automotive fuel",4.690316830098605e-08
ISR,Commodities,Manufacture of paper and cardboard products,4.686730390354042e-08
LAO,Industries,"Electricity, Gas and Water",4.6810753555022546e-08
MOZ,Industries,Agriculture,4.670807990747502e-08
MLT,Commodities,Textiles,4.6701292498162565e-08
VNM,Commodities,Coffe beans,4.669326846440261e-08
IRN,Commodities,Road transport services of passengers,4.65978393162393e-08
COD,Industries,"Electricity, Gas and Water",4.659472623327193e-08
NZL,Commodities,Meat and meat products,4.650329086761826e-08
BWA,Industries,Hotels and Restraurants,4.650293612348596e-08
GBR,Commodities,Processing and preserving of fish and fish products  ,4.6452931226570944e-08
AUT,Commodities,Office machinery and computers,4.634135425403903e-08
TZA,Industries,Agriculture,4.623701986460722e-08
CIV,Industries,Wholesale Trade,4.6137629941822886e-08
LUX,Industries,Public Administration,4.5948585563537445e-08
NER,Industries,Fishing,4.593248693013862e-08
JPN,Commodities,Non-ferrous metal castings and forgings,4.592704517017489e-08
ALB,Industries,Agriculture,4.567714475508576e-08
USA,Commodities,Pesticide and other agricultural chemical manufacturing,4.5652599349262766e-08
SRB,Industries,Retail Trade,4.5520438722499874e-08
LIE,Industries,Transport,4.551988801006405e-08
FIN,Commodities,Food products and beverages,4.551941275032821e-08
ROU,Commodities,"Medical, precision and optical instruments, watches and clocks",4.546255223866055e-08
AUT,Commodities,Other business services,4.5448308331656316e-08
BHS,Industries,Post and Telecommunications,4.5333456910321554e-08
COD,Industries,Fishing,4.532404163248118e-08
IRL,Commodities,Construction work,4.5316018673832516e-08
UKR,Commodities,Organic Chemicals,4.518039665782712e-08
LIE,Industries,Maintenance and Repair,4.516812779132581e-08
BIH,Industries,Hotels and Restraurants,4.509409687636256e-08
ARG,Commodities,Postal and courier services,4.5083130166897965e-08
LIE,Industries,Mining and Quarrying,4.5010315087872953e-08
BWA,Industries,Public Administration,4.498415672086208e-08
MYS,Commodities,Printed products,4.4886649383646614e-08
THA,Commodities,Soap and Cleaning Preparations,4.4819965610497176e-08
JPN,Commodities,Petrochemical basic products,4.478036920802908e-08
BMU,Industries,Private Households,4.4747565884255064e-08
UZB,Commodities,Non-Ferrous Metals,4.469210359524714e-08
THA,Commodities,Pulp Paper and Paperboard,4.442842561252139e-08
NZL,Commodities,Placement and supply of personnel,4.440661451280584e-08
ZMB,Industries,Agriculture,4.425072315198666e-08
TWN,Commodities,Computer Products,4.419944505860518e-08
RUS,Industries,Construction,4.4160808642970825e-08
USA,Commodities,All other paper bag and coated and treated paper manufacturing                                                                        ,4.416014727858432e-08
TWN,Commodities,Support Services,4.40120586744147e-08
ESP,Commodities,Non-metallic non-energetic ores,4.3996041240225064e-08
NZL,Commodities,Iron and steel,4.394794185939386e-08
AUS,Commodities,Data processing services,4.388018866163848e-08
LIE,Industries,Fishing,4.384493853498714e-08
GBR,Commodities,Manufacture of beer   ,4.382281707458496e-08
DJI,Industries,Maintenance and Repair,4.375147684248349e-08
CUB,Industries,Agriculture,4.373945429667898e-08
LIE,Industries,Wholesale Trade,4.353561581133608e-08
USA,Commodities,"Doll, toy, and game manufacturing                                                                                            ",4.3521152481217554e-08
DZA,Industries,Wholesale Trade,4.3501189299297634e-08
LVA,Commodities,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods",4.3468242767040446e-08
SGP,Commodities,Sight-seeing & tourism,4.340542355833276e-08
UKR,Commodities,Forging/Pressing M&E,4.336970984206827e-08
CHL,Commodities,Freight trucking service,4.336060846916646e-08
ARG,Commodities,Natural textile fibers ready for spinning,4.335915131957162e-08
UKR,Commodities,Cable Products,4.3318196934915005e-08
UKR,Commodities,Metal Products,4.3312865996682836e-08
ESP,Commodities,Non-market cultural and sport services,4.3310198064334587e-08
BGD,Industries,Fishing,4.328484652505661e-08
KWT,Industries,Manufacture of machinery except electrical,4.324088845467506e-08
CRI,Industries,Hotels and Restraurants,4.319043119890967e-08
ECU,Commodities,"Treated wood products, cork and other materials",4.317418486910902e-08
TZA,Industries,Mining and Quarrying,4.313916463887094e-08
ISR,Commodities,Legal and accounting services,4.3135013715825436e-08
TWN,Commodities,Computer Peripheral Equipment,4.312591650255967e-08
CAN,Industries,Railroad equipment & transport equip nec.,4.310677884795624e-08
ZWE,Industries,Retail Trade,4.3083537927724726e-08
PAN,Industries,Retail Trade,4.297833466668796e-08
IND,Commodities,"Bicycles, cycle-rickshaw",4.290962575403442e-08
IND,Commodities,Printing and publishing,4.28829522120074e-08
ZWE,Industries,"Education, Health and Other Services",4.2881079723629254e-08
KHM,Industries,Electrical and Machinery,4.283818471232145e-08
USA,Commodities,Apparel accessories and other apparel manufacturing,4.280129872639985e-08
USA,Commodities,Internet service providers and web search portals                                                                            ,4.274568364390312e-08
LTU,Commodities,"Pulp, paper and paper products",4.273196190770771e-08
CYM,Industries,Construction,4.268122816446983e-08
ARG,Commodities,"Basic organic chemicals, basic inorganic chemicals nec, chemical products nec",4.259564961379398e-08
NZL,Commodities,Photographic and scientific equipment,4.2580362429149015e-08
LIE,Industries,Agriculture,4.2487896485682845e-08
ARG,Commodities,"Common precious metals and metals clad with precious metal, copper, nickel, aluminum, alumina, lead, zinc and tin, raw, semi-finished products or their alloys, other nonferrous metals and articles thereof",4.239417679545765e-08
IRN,Commodities,Maintenance and repair services of other goods,4.235892030536872e-08
UKR,Commodities,Tools and Dies,4.2254471533153954e-08
USA,Commodities,Upholstered household furniture manufacturing                                                                                ,4.211182192528299e-08
NZL,Commodities,Domestic appliances,4.211139789377824e-08
MLT,Commodities,Post and telecommunication services,4.2100716272653477e-08
COL,Commodities,Education services,4.2092530898285714e-08
NPL,Industries,Textiles and Wearing Apparel,4.208051547165808e-08
AUS,Commodities,Community services and religious organisations,4.203874917461229e-08
AUT,Commodities,Food products and beverages,4.1886447012450745e-08
NGA,Industries,Agriculture,4.187045850987212e-08
EGY,Industries,Mining and Quarrying,4.1834525680062174e-08
ESP,Commodities,Market-based artistic services and news agencies,4.178211949740546e-08
LAO,Industries,Transport,4.1739605996423624e-08
BWA,Industries,"Education, Health and Other Services",4.1685659243951756e-08
BHR,Industries,Hotels and Restraurants,4.167678493277917e-08
ARE,Industries,Public Administration,4.1601116912517985e-08
USA,Commodities,All other food manufacturing                                                                                                 ,4.156083140700397e-08
BLR,Industries,Textiles and Wearing Apparel,4.155468067548715e-08
UZB,Commodities,Transportation,4.146626363803638e-08
UKR,Commodities,Housing-Communal,4.146453995114962e-08
VNM,Commodities,Other chemical products,4.145352057155085e-08
SVK,Commodities,"Recreational, cultural and sporting services",4.143870270617921e-08
GBR,Commodities,"Manufacture of other articles of concrete, plaster and cement  ",4.135979645142124e-08
ROU,Commodities,Supporting and auxiliary transport services; travel agency services,4.11400016676969e-08
TWN,Commodities,Pulp & Paper,4.111913291504736e-08
GTM,Industries,Transport,4.109552666640831e-08
ZAF,Commodities,Electricity apparatus,4.105446275365407e-08
MLT,Commodities,Services auxiliary to financial intermediation,4.098975416409943e-08
ARG,Commodities,Pipeline transport services,4.09729251727222e-08
AGO,Industries,Hotels and Restraurants,4.095291883172506e-08
IRQ,Industries,Post and Telecommunications,4.0916198743477946e-08
BWA,Industries,"Electricity, Gas and Water",4.090640033435115e-08
GBR,Commodities,Activities of travel agencies and tour operators; tourist assistance activities not elsewhere classified ,4.0850796850619914e-08
BHS,Industries,"Education, Health and Other Services",4.083985483840526e-08
LUX,Industries,"Electricity, Gas and Water",4.0815045142747964e-08
BMU,Industries,Retail Trade,4.072282898089104e-08
SGP,Commodities,Other printing,4.06931903700564e-08
BEL,Commodities,Other business services,4.06371866374907e-08
ZWE,Industries,Agriculture,4.0602040947036e-08
CHL,Commodities,Restaurant services,4.04902203368485e-08
ESP,Commodities,Non-market artistic services and news agencies,4.048312321696756e-08
JPN,Commodities,Marine culture,4.04785727049334e-08
HRV,Industries,Post and Telecommunications,4.045384328282272e-08
USA,Commodities,"Data processing, hosting, and related services                                                                               ",4.038538738651856e-08
QAT,Industries,Electrical and Machinery,4.036947985742594e-08
JPN,Commodities,Crude steel (electric furnaces),4.0320788940261e-08
IRL,Commodities,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods",4.029767401851814e-08
EGY,Industries,Transport Equipment,4.028487785271285e-08
MDV,Industries,"Education, Health and Other Services",4.009676931980232e-08
HUN,Industries,"Electricity, gas, steam and hot water supply",4.004882107538174e-08
UKR,Commodities,Autos & Parts,4.004141879092111e-08
CYM,Industries,Post and Telecommunications,4.001181752474318e-08
BMU,Industries,Wholesale Trade,3.9948689711716905e-08
JPN,Commodities,Synthetic dyes,3.993277708284503e-08
BGR,Industries,Post and Telecommunications,3.98579979300405e-08
HUN,Commodities,Tobacco products,3.953635950729199e-08
MDV,Industries,Public Administration,3.9407884788926984e-08
